Crime Type,Date of Initial Criminal Activity,Date Charges Filed,Dollars Involved
Embezzlement,2/6/12 20:37,12/16/13 23:32,8395354
Embezzlement,2/8/12 20:04,5/16/16 10:59,9453701
Ponzi Scheme,10/24/09 13:04,6/11/10 15:17,1126206
Insider Trading,9/11/08 22:30,2/27/12 23:37,5878510
Securities Fraud,2/1/11 9:17,11/13/15 0:11,3716423
Embezzlement,5/23/10 20:11,2/2/15 4:56,9420485
Ponzi Scheme,11/14/11 6:51,9/24/12 7:09,3839915
Insider Trading,9/21/08 23:01,9/25/13 2:12,8982419
Ponzi Scheme,3/16/12 4:12,5/8/17 16:04,3750446
Embezzlement,7/30/07 18:39,12/15/10 17:59,420872
Ponzi Scheme,10/18/10 8:05,2/21/12 3:52,613331
Insider Trading,5/12/07 10:01,6/19/10 16:46,3412661
Insider Trading,2/25/08 17:58,2/1/10 9:55,3309143
Embezzlement,1/9/13 17:39,8/8/16 4:18,5759875
Securities Fraud,3/14/13 18:04,10/5/15 14:48,1653405
Insider Trading,11/20/14 15:55,9/12/17 11:08,8188511
Insider Trading,8/18/11 15:47,11/6/11 7:46,2655806
Embezzlement,9/20/12 19:41,12/5/13 16:33,8914841
Insider Trading,3/14/14 16:41,10/18/14 23:47,2817969
Securities Fraud,10/3/10 10:35,11/14/12 19:06,9814590
Securities Fraud,9/8/13 22:11,4/3/15 6:46,9938574
Securities Fraud,2/20/10 18:52,1/17/11 10:45,2417091
Ponzi Scheme,10/29/06 17:41,8/5/07 23:06,4598618
Securities Fraud,8/23/07 12:50,2/10/08 21:48,3844508
Securities Fraud,12/18/07 20:08,5/16/13 8:42,3700605
Ponzi Scheme,12/7/13 6:36,7/23/16 10:04,8335750
Embezzlement,8/18/08 3:46,11/13/11 18:44,5953372
Insider Trading,11/27/11 10:02,3/28/15 20:20,2524893
Insider Trading,7/17/10 18:35,8/20/13 2:54,4610719
Securities Fraud,6/22/13 19:53,9/16/17 13:33,433685
Insider Trading,5/18/09 0:07,1/5/14 6:16,287446
Insider Trading,7/6/14 5:03,10/18/17 5:12,552562
Securities Fraud,3/23/08 22:36,5/4/08 11:43,4709486
Insider Trading,3/8/08 5:58,12/23/09 3:50,1758448
Embezzlement,10/25/09 17:38,3/25/11 21:16,3439802
Embezzlement,7/1/08 14:14,11/30/08 6:50,3070418
Securities Fraud,1/22/08 22:29,8/24/11 13:44,5077700
Insider Trading,5/10/10 23:06,7/10/14 17:13,9932249
Insider Trading,2/7/10 19:03,1/6/15 15:36,6918266
Ponzi Scheme,1/7/12 22:11,12/31/15 18:31,3491719
Securities Fraud,7/31/12 1:15,6/5/15 14:14,6284169
Embezzlement,8/29/09 6:47,12/20/14 0:36,4522978
Insider Trading,9/12/10 0:23,6/16/11 3:48,66535
Securities Fraud,1/31/09 4:42,11/22/13 19:41,9305381
Insider Trading,12/12/12 3:31,3/22/18 10:55,33405
Embezzlement,6/25/08 17:04,10/14/11 20:26,5562232
Ponzi Scheme,7/14/12 8:40,11/18/14 23:12,2837914
Embezzlement,7/8/10 12:56,5/3/12 19:15,7602488
Embezzlement,6/24/11 9:56,1/21/14 11:25,5559538
Insider Trading,7/22/11 0:45,5/26/16 2:30,7436467
Ponzi Scheme,10/13/07 7:30,12/23/11 9:00,4719081
Embezzlement,8/26/13 18:01,6/10/17 15:07,8351904
Insider Trading,3/1/10 21:32,4/29/10 7:16,4245720
Embezzlement,6/21/12 20:58,6/15/13 15:49,3618550
Insider Trading,1/1/11 17:29,7/9/11 3:12,1092141
Insider Trading,7/12/10 8:32,5/1/14 11:26,8933928
Securities Fraud,3/17/11 21:13,10/7/15 8:20,6658992
Ponzi Scheme,12/5/11 5:11,3/28/13 11:00,5951676
Ponzi Scheme,1/6/14 21:17,11/30/14 19:12,9409328
Embezzlement,1/23/10 16:44,9/21/13 1:28,7440399
Insider Trading,5/29/07 4:01,6/28/11 11:33,6764895
Embezzlement,7/4/12 16:10,11/14/16 22:39,1325968
Insider Trading,1/8/07 23:55,1/30/10 18:52,4476288
Embezzlement,8/19/08 23:18,11/29/08 20:51,3793736
Insider Trading,9/14/13 22:34,1/11/16 12:41,841242
Securities Fraud,11/12/07 2:32,10/16/10 8:13,6716224
Insider Trading,1/5/08 5:34,2/12/13 18:39,6947734
Embezzlement,4/8/12 21:34,6/14/13 14:14,8069632
Ponzi Scheme,10/13/10 12:40,7/27/14 23:30,9693606
Securities Fraud,11/3/08 8:22,7/23/11 17:15,5924370
Securities Fraud,3/16/08 19:02,4/30/09 0:29,7604423
Embezzlement,8/20/14 8:14,3/24/17 11:43,3926113
Ponzi Scheme,9/29/12 11:29,8/21/13 20:55,2517054
Securities Fraud,12/26/08 8:14,6/14/09 17:01,9176002
Embezzlement,8/26/11 14:32,7/14/12 10:20,7818512
Insider Trading,2/13/12 12:59,1/19/17 22:38,4496997
Embezzlement,10/4/14 1:40,3/10/20 20:44,7447368
Insider Trading,9/15/11 20:03,8/8/15 13:00,3431558
Insider Trading,8/14/11 9:37,4/5/13 1:10,6279656
Securities Fraud,5/10/07 9:23,2/22/09 6:55,9001028
Ponzi Scheme,5/7/11 12:58,7/4/13 10:14,5253433
Ponzi Scheme,4/18/08 15:22,5/20/13 17:33,9374383
Insider Trading,6/24/13 17:26,3/31/16 6:42,9435876
Embezzlement,10/22/07 21:05,6/23/09 5:24,181914
Securities Fraud,8/25/14 23:33,10/19/18 20:23,7220362
Securities Fraud,3/1/07 19:12,8/16/07 2:34,4081574
Insider Trading,8/12/14 1:19,4/16/19 3:47,8867445
Securities Fraud,12/11/14 6:42,8/6/18 18:49,2092147
Securities Fraud,6/17/09 17:43,3/1/14 12:15,7031208
Insider Trading,12/24/06 19:55,12/17/11 22:18,290660
Insider Trading,10/30/14 18:40,12/18/17 8:14,5187996
Insider Trading,12/1/09 0:44,12/26/11 6:13,7321160
Insider Trading,5/11/08 16:17,5/18/09 4:11,4639289
Insider Trading,3/17/12 13:03,4/2/14 20:43,9726021
Embezzlement,7/27/12 5:53,12/23/14 0:36,2327188
Insider Trading,5/17/08 5:10,3/9/11 6:16,5443677
Ponzi Scheme,9/17/12 20:45,10/16/15 22:00,2249961
Insider Trading,10/15/06 9:21,1/3/08 5:58,6871065
Embezzlement,3/3/12 18:55,4/3/16 7:52,8585061
Ponzi Scheme,12/3/11 19:32,8/30/13 14:33,1087397
Insider Trading,1/8/12 4:31,2/26/15 7:22,5771438
Embezzlement,10/4/09 13:44,5/31/12 5:58,2795959
Embezzlement,8/27/14 21:00,3/11/15 9:15,5309406
Ponzi Scheme,10/1/10 4:32,10/8/13 19:19,326111
Insider Trading,5/24/09 21:45,1/10/13 9:17,5854733
Embezzlement,5/24/09 8:05,10/27/14 11:45,6247353
Ponzi Scheme,4/5/11 5:13,8/6/13 9:14,3761400
Ponzi Scheme,4/27/13 14:03,10/13/15 3:33,8594467
Insider Trading,6/23/09 1:21,6/2/13 22:50,7626689
Securities Fraud,2/8/11 4:29,9/12/13 16:16,2206278
Securities Fraud,6/5/10 13:38,7/4/14 15:49,4957701
Ponzi Scheme,7/20/12 13:15,4/28/15 19:10,1874448
Embezzlement,6/19/14 6:03,3/27/17 12:13,9009553
Insider Trading,5/31/07 6:42,2/14/09 13:15,1925367
Securities Fraud,11/20/14 10:13,4/18/15 2:13,6823997
Embezzlement,2/25/11 3:27,2/27/16 17:26,7567079
Embezzlement,7/16/12 20:35,3/26/14 12:00,3550846
Ponzi Scheme,6/27/07 9:45,1/9/12 3:34,6275711
Securities Fraud,10/12/11 7:44,7/9/15 16:53,178274
Embezzlement,6/6/14 8:50,2/12/19 21:20,863466
Insider Trading,11/13/12 22:38,8/14/16 20:41,1722417
Ponzi Scheme,11/1/09 0:06,11/16/13 13:16,561980
Embezzlement,2/15/11 13:18,6/2/11 16:08,4898234
Embezzlement,7/24/09 7:52,9/22/09 19:32,9462750
Ponzi Scheme,7/29/12 6:25,9/29/17 16:03,1989411
Embezzlement,6/11/14 10:36,7/3/18 2:32,2923456
Insider Trading,7/2/07 1:36,12/8/07 19:15,5351872
Securities Fraud,7/29/07 0:45,12/2/10 10:00,7907958
Embezzlement,12/26/06 23:13,2/14/12 15:21,6914892
Ponzi Scheme,12/9/06 23:59,9/17/07 4:34,8431342
Securities Fraud,10/15/14 9:57,2/20/15 19:51,1067684
Ponzi Scheme,8/26/12 9:42,10/15/15 13:49,8989234
Ponzi Scheme,6/19/09 11:50,10/4/09 11:26,2451934
Ponzi Scheme,5/4/12 8:20,12/9/14 21:16,2937352
Insider Trading,7/13/11 16:19,2/2/14 0:20,7966084
Ponzi Scheme,4/24/09 0:45,9/16/10 13:11,6541977
Embezzlement,10/5/08 0:45,10/31/12 23:29,4810644
Ponzi Scheme,7/29/10 8:07,12/18/10 21:02,2590517
Embezzlement,10/21/08 19:16,12/23/12 0:17,8329759
Securities Fraud,8/1/14 17:58,11/24/17 12:00,2508735
Insider Trading,6/28/14 22:37,1/29/17 10:55,6678609
Securities Fraud,12/22/13 22:47,2/14/15 21:02,3771960
Securities Fraud,11/21/12 18:29,4/16/14 23:58,8903591
Securities Fraud,11/18/08 6:18,10/7/09 10:32,4081183
Securities Fraud,4/1/11 12:42,10/29/12 12:38,5439683
Securities Fraud,2/16/09 11:11,9/3/11 12:00,3734460
Insider Trading,7/23/07 14:15,9/8/10 7:39,3108514
Securities Fraud,7/26/12 16:40,11/24/14 5:05,6433741
Securities Fraud,4/3/07 16:52,1/24/12 3:09,3931252
Insider Trading,8/15/13 9:47,1/29/17 23:11,9412086
Embezzlement,5/14/08 15:49,7/12/11 21:53,5398472
Insider Trading,7/25/11 5:52,12/22/13 13:18,8652906
Embezzlement,2/5/14 17:40,1/24/18 5:26,1956906
Embezzlement,7/22/12 18:20,7/23/17 13:56,9172597
Ponzi Scheme,6/30/14 17:07,6/14/16 16:35,6549161
Embezzlement,6/1/08 11:14,11/27/12 16:39,5958134
Ponzi Scheme,2/11/13 9:13,8/29/13 15:01,9352486
Ponzi Scheme,3/22/07 9:08,2/2/12 5:10,2427917
Embezzlement,5/9/11 23:27,9/4/16 7:12,6040399
Embezzlement,3/2/14 7:49,3/17/14 10:39,5569330
Insider Trading,11/19/10 2:24,3/11/16 20:15,7132770
Insider Trading,5/18/12 18:27,7/29/12 3:48,9090024
Insider Trading,8/5/08 0:29,8/21/12 9:18,1709365
Securities Fraud,11/20/06 20:51,9/12/09 1:55,4238869
Embezzlement,10/23/13 21:34,7/7/17 1:11,5546477
Securities Fraud,7/23/12 2:43,7/14/14 5:06,1630592
Embezzlement,2/8/12 22:39,10/11/12 6:30,9869346
Securities Fraud,1/25/11 21:48,5/8/13 2:48,9514024
Embezzlement,5/16/13 11:29,7/31/13 22:40,4725448
Insider Trading,12/8/10 8:41,1/19/11 16:25,6289808
Securities Fraud,1/31/10 17:29,11/6/14 22:27,3130674
Securities Fraud,7/16/13 3:45,3/23/17 18:50,4147997
Insider Trading,1/30/14 3:49,1/5/19 13:40,7510238
Ponzi Scheme,6/28/09 2:19,10/8/11 21:49,6810251
Securities Fraud,8/7/14 14:36,1/28/16 5:06,709114
Ponzi Scheme,11/4/13 14:59,7/17/18 13:50,5860152
Embezzlement,10/23/10 14:01,5/13/14 15:57,2636486
Ponzi Scheme,6/16/12 15:44,12/14/15 11:37,7468839
Insider Trading,7/16/08 13:48,12/20/09 19:52,8916657
Securities Fraud,8/25/14 16:23,9/28/19 10:01,1591373
Insider Trading,11/14/13 3:40,2/8/17 7:38,7540001
Ponzi Scheme,3/15/10 19:02,12/26/10 14:51,6532971
Securities Fraud,7/18/09 14:50,5/8/11 15:03,1812526
Insider Trading,6/14/07 2:50,8/17/08 21:24,512842
Embezzlement,8/29/09 12:24,3/2/14 3:55,7139571
Ponzi Scheme,12/18/13 21:12,5/7/18 8:28,2276958
Ponzi Scheme,7/6/12 10:20,8/21/15 10:57,7420887
Embezzlement,12/8/10 20:25,8/15/15 7:00,5598791
Ponzi Scheme,12/1/09 8:28,6/28/12 5:51,6109359
Embezzlement,4/23/08 14:50,5/8/12 14:10,3143515
Embezzlement,7/27/11 20:39,8/1/16 9:05,3971095
Securities Fraud,7/26/08 20:03,3/2/10 0:35,9146107
Securities Fraud,6/28/08 13:48,3/1/12 2:38,9015986
Insider Trading,10/6/09 1:01,7/10/13 4:07,4067050
Embezzlement,5/21/08 22:01,12/26/09 3:31,6480251
Embezzlement,2/11/14 23:04,6/20/14 14:21,3057794
Insider Trading,3/10/13 21:38,5/25/15 7:09,3737041
Ponzi Scheme,7/24/11 13:07,3/28/13 20:54,1728293
Insider Trading,5/29/13 19:38,9/9/17 20:22,6017757
Securities Fraud,5/30/14 23:46,9/24/18 2:09,5719112
Securities Fraud,10/14/13 2:17,5/31/14 6:53,1010349
Insider Trading,6/10/13 13:46,3/25/15 15:10,6166378
Securities Fraud,5/7/08 7:57,9/14/11 18:36,6169288
Ponzi Scheme,2/7/11 1:59,7/13/16 9:22,8179523
Securities Fraud,3/5/11 7:29,11/23/15 21:17,7161549
Embezzlement,9/19/08 13:48,7/22/09 14:35,2064571
Embezzlement,2/3/07 18:57,10/18/09 23:30,8036414
Embezzlement,5/1/08 6:54,8/2/11 20:00,1690118
Ponzi Scheme,6/16/10 12:38,1/20/15 15:43,9836052
Embezzlement,9/18/13 14:52,4/3/14 22:34,7072048
Securities Fraud,5/16/09 10:50,8/2/09 21:05,7795912
Securities Fraud,4/8/14 12:46,7/3/17 2:07,9948665
Insider Trading,9/11/13 17:59,3/21/14 4:38,1473956
Securities Fraud,11/13/10 17:09,3/3/15 13:56,6324976
Embezzlement,7/6/07 5:03,2/27/12 8:42,2968595
Securities Fraud,10/14/10 4:42,6/10/12 5:35,1386291
Insider Trading,3/18/09 22:06,11/1/09 7:18,5443453
Embezzlement,10/27/09 20:42,9/10/11 17:45,8493145
Securities Fraud,1/17/11 7:16,3/10/11 7:24,2274819
Securities Fraud,11/8/14 11:59,12/22/14 17:35,6947211
Securities Fraud,8/19/07 12:04,5/12/11 20:15,2384415
Securities Fraud,1/8/08 20:12,3/30/12 6:48,5704851
Embezzlement,1/22/11 5:19,4/23/13 3:10,5209571
Securities Fraud,9/18/11 11:53,11/7/12 10:28,6140704
Ponzi Scheme,6/6/14 15:43,6/4/15 3:33,8937586
Embezzlement,8/12/07 4:14,12/16/07 0:06,2006638
Insider Trading,6/20/10 6:08,10/9/13 1:44,5781577
Insider Trading,6/17/10 18:14,7/10/12 16:23,7969716
Embezzlement,3/6/12 11:11,12/25/15 2:57,5160732
Embezzlement,5/10/13 5:08,3/3/18 5:03,4015279
Securities Fraud,6/14/12 20:42,10/21/13 18:47,7206809
Embezzlement,11/12/07 3:04,11/4/09 20:18,7388296
Insider Trading,1/22/14 11:11,12/12/15 9:14,6183199
Embezzlement,11/23/06 20:36,3/21/07 15:10,8352437
Embezzlement,4/10/08 14:31,10/31/11 2:26,6057425
Embezzlement,12/19/11 23:49,5/4/13 13:39,8892086
Embezzlement,4/2/08 2:54,10/5/10 13:21,1749244
Securities Fraud,9/14/08 11:00,11/18/12 15:15,1472294
Insider Trading,12/31/11 0:55,11/21/15 21:12,5317302
Securities Fraud,11/11/06 18:43,1/27/09 1:14,4754591
Insider Trading,5/13/11 3:07,10/29/16 0:15,2708009
Embezzlement,8/4/14 0:31,11/26/14 7:09,6092796
Insider Trading,12/21/10 7:00,11/11/14 2:34,5270679
Ponzi Scheme,8/2/11 12:16,10/10/13 4:58,813113
Insider Trading,3/26/07 18:43,4/27/09 12:47,3986610
Embezzlement,7/4/14 2:46,9/5/17 18:54,7759869
Securities Fraud,7/17/11 17:46,12/23/15 23:36,6972644
Embezzlement,3/17/09 9:34,1/20/14 18:13,3175233
Ponzi Scheme,6/23/14 16:01,5/5/15 10:36,6627197
Ponzi Scheme,5/29/14 11:22,9/10/15 20:41,8709669
Securities Fraud,7/24/12 10:48,2/11/14 6:50,4017763
Ponzi Scheme,5/14/12 14:46,1/29/15 9:00,1113354
Embezzlement,5/5/13 4:54,2/3/14 19:43,2208701
Ponzi Scheme,3/10/07 23:07,5/7/07 11:43,5813848
Ponzi Scheme,7/12/07 0:10,8/17/12 0:43,2814541
Ponzi Scheme,9/26/09 6:52,1/5/15 16:50,1674363
Securities Fraud,9/11/10 7:54,11/13/11 16:02,7081121
Insider Trading,12/15/14 11:25,4/3/17 4:35,3343716
Insider Trading,3/3/14 23:51,6/1/15 15:43,2150369
Securities Fraud,10/15/08 15:22,7/27/13 23:29,603376
Embezzlement,1/22/07 22:03,12/15/07 17:15,816541
Insider Trading,5/15/13 4:26,4/21/18 16:10,7869762
Embezzlement,12/28/06 10:35,6/30/07 8:50,7366059
Embezzlement,6/12/10 1:22,10/12/15 23:29,3342697
Securities Fraud,3/15/10 8:57,7/1/11 10:00,8405969
Insider Trading,4/16/08 1:38,5/29/11 1:17,6169217
Embezzlement,1/9/09 15:53,11/5/09 19:11,8334027
Ponzi Scheme,11/1/07 16:15,7/4/12 14:56,2409568
Embezzlement,6/8/08 10:26,3/21/12 18:25,1862568
Insider Trading,3/20/14 0:02,8/8/17 6:48,7828066
Ponzi Scheme,5/29/09 7:05,12/14/13 13:47,8746365
Embezzlement,6/29/07 15:28,12/25/09 8:15,9526599
Securities Fraud,5/9/10 10:25,8/31/13 23:37,1001771
Embezzlement,2/25/09 6:40,11/28/13 19:34,7272319
Insider Trading,7/21/09 7:38,11/7/13 19:39,1279514
Embezzlement,2/8/10 18:12,12/5/10 19:58,9433969
Embezzlement,12/19/11 7:20,7/14/12 1:50,1773224
Securities Fraud,7/7/13 12:29,3/29/18 21:08,3323828
Embezzlement,12/19/13 21:32,10/8/18 16:18,8849534
Insider Trading,11/7/09 6:19,8/14/11 17:28,220776
Securities Fraud,8/3/12 22:34,12/26/13 13:30,5216250
Insider Trading,12/1/14 7:16,1/30/19 18:53,5007573
Ponzi Scheme,3/17/11 14:30,12/1/13 21:05,3730769
Ponzi Scheme,9/23/09 7:45,3/29/10 18:25,7598071
Insider Trading,11/17/09 20:54,8/1/12 14:34,8464885
Insider Trading,8/16/14 12:21,4/14/15 6:50,5668469
Insider Trading,11/21/08 13:18,6/5/12 9:01,8073334
Insider Trading,11/30/07 19:33,1/28/08 19:30,1762922
Securities Fraud,4/14/09 17:29,7/7/11 14:04,8524269
Insider Trading,10/16/09 19:10,3/16/11 8:35,2304759
Ponzi Scheme,9/7/13 10:56,7/4/15 7:55,9757690
Securities Fraud,1/14/08 18:15,5/14/09 10:48,5408190
Embezzlement,1/8/11 20:46,5/3/12 18:26,7454772
Ponzi Scheme,1/30/07 23:56,7/31/08 7:19,2484247
Insider Trading,5/5/12 21:26,2/4/16 23:36,5274181
Securities Fraud,1/9/14 18:35,7/26/15 16:41,2772268
Securities Fraud,4/17/09 18:45,5/12/11 1:40,1925015
Insider Trading,9/4/14 20:30,12/20/16 18:52,6771749
Embezzlement,12/27/10 23:44,4/14/11 13:01,556684
Embezzlement,1/13/09 17:35,4/2/13 21:28,5176000
Securities Fraud,11/21/12 11:12,12/21/12 15:56,7973891
Securities Fraud,4/22/10 17:16,11/21/10 16:21,7022566
Ponzi Scheme,3/10/08 0:23,9/22/12 19:33,805328
Insider Trading,5/9/08 1:28,2/18/13 20:59,256492
Ponzi Scheme,11/13/06 22:07,2/19/08 8:08,9604601
Embezzlement,9/24/11 18:05,6/2/15 3:11,5556664
Securities Fraud,5/31/08 16:34,7/7/09 14:54,2071835
Insider Trading,1/2/08 2:28,4/30/09 20:04,4948258
Ponzi Scheme,7/5/13 14:07,12/30/13 0:49,9372880
Insider Trading,11/23/08 21:36,8/30/09 21:55,1682028
Ponzi Scheme,5/13/11 9:23,2/26/14 2:34,1021923
Embezzlement,10/5/13 9:08,1/31/15 16:30,9824175
Embezzlement,6/18/12 22:25,12/5/16 23:06,5730859
Securities Fraud,11/23/11 3:13,8/12/12 21:45,2817539
Securities Fraud,7/12/11 11:28,3/21/12 4:16,392484
Securities Fraud,10/20/14 9:31,12/3/16 11:36,3702263
Insider Trading,3/5/07 8:09,2/19/10 5:44,8609456
Insider Trading,7/22/13 8:22,10/27/17 1:24,4381718
Securities Fraud,12/9/12 20:09,11/22/15 17:46,1769908
Ponzi Scheme,7/18/09 3:21,5/30/12 21:28,2108175
Embezzlement,10/27/11 8:45,2/5/14 19:39,9745187
Securities Fraud,7/21/11 11:14,6/1/14 6:46,6959812
Insider Trading,6/9/10 12:37,7/23/11 5:54,8004775
Securities Fraud,1/27/13 19:42,5/17/13 19:07,7499499
Securities Fraud,9/27/08 22:34,8/18/12 6:25,1182285
Embezzlement,1/16/12 16:54,5/28/17 10:31,8971109
Embezzlement,2/22/12 15:28,10/21/12 5:42,9279071
Embezzlement,4/6/11 20:00,12/26/13 23:39,6947757
Ponzi Scheme,3/2/14 17:10,6/3/17 16:45,4789311
Securities Fraud,7/9/12 11:40,7/23/12 11:23,4567176
Securities Fraud,4/16/13 7:00,10/1/18 22:41,7613721
Insider Trading,11/14/06 6:58,3/14/08 2:47,7580516
Insider Trading,7/28/07 2:04,8/3/09 15:25,9357481
Insider Trading,11/2/06 16:51,11/21/07 8:42,1309241
Insider Trading,5/7/13 17:44,4/23/16 11:36,2440162
Insider Trading,11/29/12 13:21,12/10/13 9:44,3732363
Embezzlement,10/29/12 1:12,3/4/14 4:54,6298750
Embezzlement,12/24/07 5:03,2/9/11 7:40,4603806
Securities Fraud,10/7/08 10:59,2/13/14 23:55,6738146
Embezzlement,7/14/14 23:12,5/23/19 17:00,6008378
Ponzi Scheme,1/10/07 11:12,6/25/10 13:47,4884905
Embezzlement,1/15/10 2:14,10/26/13 0:43,8468909
Insider Trading,6/21/11 6:35,5/27/15 4:21,558800
Ponzi Scheme,2/4/09 17:37,2/13/13 12:14,8851509
Insider Trading,3/3/07 6:10,10/19/09 20:41,9696764
Ponzi Scheme,5/31/14 10:51,7/19/17 17:16,9886028
Ponzi Scheme,6/15/07 7:55,8/22/09 10:31,9496757
Embezzlement,4/16/12 17:43,2/13/13 23:02,194393
Insider Trading,7/4/13 3:46,5/20/15 2:05,4234412
Ponzi Scheme,10/7/14 1:46,6/5/18 20:12,4133850
Insider Trading,3/23/10 16:02,4/4/15 7:43,7358248
Ponzi Scheme,9/22/10 22:17,11/5/10 8:06,7938077
Ponzi Scheme,11/4/06 5:29,7/25/11 17:13,6224581
Embezzlement,2/22/07 13:39,5/4/07 21:04,3702629
Securities Fraud,2/15/09 17:59,7/8/13 3:09,8202142
Securities Fraud,5/11/10 2:39,7/16/13 15:21,5496683
Securities Fraud,10/2/14 11:49,6/14/17 8:09,4803397
Securities Fraud,4/3/14 13:41,7/1/19 21:38,1755504
Embezzlement,2/3/11 6:51,3/4/13 16:46,97810
Ponzi Scheme,4/21/08 3:00,9/21/12 17:18,3436662
Insider Trading,9/2/14 11:24,1/25/16 15:44,1747161
Securities Fraud,2/21/13 6:59,2/10/18 8:04,7623994
Embezzlement,2/10/08 16:31,9/6/08 7:20,9561821
Embezzlement,7/7/12 9:56,2/11/16 20:10,1841907
Securities Fraud,8/23/14 18:20,7/14/15 10:47,3191240
Securities Fraud,7/10/14 16:47,7/5/15 4:38,8291360
Embezzlement,11/12/10 10:54,4/18/16 7:35,3593203
Embezzlement,5/10/07 23:52,5/30/11 5:48,2735520
Securities Fraud,8/30/14 4:57,11/3/19 23:01,652346
Ponzi Scheme,5/20/13 0:20,9/26/17 12:13,3374600
Embezzlement,8/23/12 16:11,3/7/14 0:38,4316606
Embezzlement,8/5/12 15:26,8/25/15 23:56,3416035
Ponzi Scheme,9/18/11 21:54,4/1/16 16:26,8573378
Insider Trading,1/24/14 3:09,12/17/15 14:18,8307823
Insider Trading,10/5/07 8:56,10/14/07 7:20,623995
Ponzi Scheme,9/12/13 6:24,4/1/18 23:06,7274227
Insider Trading,10/2/08 15:55,3/4/14 21:25,8026780
Securities Fraud,7/31/11 13:04,3/27/12 20:22,4726066
Insider Trading,3/30/13 5:17,7/24/18 18:43,1308928
Embezzlement,9/22/12 19:19,10/12/14 7:58,2865344
Ponzi Scheme,6/10/07 21:03,11/23/11 4:11,6533105
Insider Trading,2/8/09 9:02,2/1/11 12:02,2474024
Ponzi Scheme,7/20/09 9:33,2/19/13 15:47,6596231
Securities Fraud,10/9/07 5:47,11/9/12 12:45,1655195
Securities Fraud,1/31/07 16:30,3/6/10 13:19,3447242
Embezzlement,4/3/08 8:18,4/1/11 17:29,1154559
Insider Trading,7/5/07 2:01,12/9/10 22:31,3602945
Securities Fraud,6/6/09 21:46,12/24/09 21:13,8487964
Ponzi Scheme,9/14/08 18:03,7/22/11 16:26,3710694
Insider Trading,2/6/08 1:47,1/13/09 9:59,7001398
Ponzi Scheme,9/17/10 0:21,9/26/15 15:28,7459634
Embezzlement,3/5/08 5:43,4/23/08 1:49,6944004
Insider Trading,5/9/12 9:16,8/15/17 16:23,1295839
Insider Trading,12/16/13 1:01,8/6/16 14:51,5429429
Insider Trading,3/21/07 7:39,5/12/09 18:41,2119409
Ponzi Scheme,5/11/11 8:26,8/7/12 14:18,8728294
Securities Fraud,5/23/12 22:33,4/10/17 11:11,932384
Insider Trading,2/11/07 15:19,7/1/10 11:23,7933676
Securities Fraud,4/23/12 5:41,11/3/15 11:53,5871794
Ponzi Scheme,12/26/08 9:28,5/16/10 9:09,5397441
Insider Trading,9/11/07 1:25,11/2/10 1:40,9793302
Ponzi Scheme,11/28/06 16:56,12/6/10 23:19,3901895
Insider Trading,5/30/09 14:09,3/19/13 21:23,6205450
Ponzi Scheme,11/12/13 22:39,9/6/17 22:31,4312277
Embezzlement,10/28/08 16:48,5/14/12 16:15,3619332
Securities Fraud,4/30/14 8:40,4/25/17 15:22,6904862
Ponzi Scheme,6/21/13 0:52,5/8/17 23:03,9017036
Securities Fraud,11/15/14 5:08,2/11/18 12:20,5224965
Ponzi Scheme,12/9/06 0:48,1/21/09 7:20,3605034
Embezzlement,6/8/07 0:34,7/15/09 8:55,2126124
Securities Fraud,5/26/08 19:30,4/12/10 19:59,5914239
Securities Fraud,9/16/11 6:50,6/30/15 10:18,3171989
Securities Fraud,11/16/06 7:30,6/14/11 5:11,2638968
Embezzlement,8/29/11 8:45,5/19/13 1:57,3995655
Ponzi Scheme,4/11/10 6:00,11/16/10 0:26,1146404
Insider Trading,12/19/09 18:45,3/3/11 11:16,6236760
Embezzlement,5/7/08 8:29,11/16/12 17:08,3901514
Ponzi Scheme,4/8/14 13:03,12/22/15 10:18,9995561
Securities Fraud,4/20/12 22:40,1/22/15 8:40,4073232
Ponzi Scheme,10/30/11 11:17,4/23/12 21:53,6649326
Embezzlement,12/1/13 4:58,1/23/14 15:17,9900159
Insider Trading,3/22/12 10:01,12/18/15 0:12,762735
Ponzi Scheme,9/24/11 7:19,2/2/14 18:04,8299126
Securities Fraud,5/7/10 16:22,11/2/11 5:15,9152575
Insider Trading,11/13/14 16:02,4/16/17 16:26,5949884
Ponzi Scheme,12/22/10 7:07,10/10/13 8:12,3087802
Insider Trading,3/21/07 13:53,4/26/10 13:13,6989417
Insider Trading,12/24/09 20:53,2/23/12 4:01,6637547
Insider Trading,4/2/07 4:36,8/26/11 21:31,1518817
Embezzlement,10/10/07 1:43,1/2/12 15:22,5099560
Securities Fraud,8/18/07 21:27,6/10/11 19:49,9623495
Insider Trading,12/20/11 2:10,2/20/17 6:23,8107214
Insider Trading,10/19/11 14:34,5/7/15 12:22,4213218
Securities Fraud,5/10/14 11:21,9/8/17 1:41,1447922
Embezzlement,7/3/11 7:04,6/2/14 7:33,7201265
Embezzlement,2/22/14 9:29,4/4/16 22:14,4101471
Insider Trading,5/6/13 9:48,2/8/16 8:07,9928278
Embezzlement,9/20/11 9:42,8/14/15 6:37,3550005
Embezzlement,10/7/11 8:28,1/25/14 1:30,6697337
